date,temperature,humidity
29.07.2020-14:22:47,25.08,65.53
29.07.2020-14:22:52,20.91,49.71
29.07.2020-14:22:57,17.46,36.99
29.07.2020-14:23:02,16.13,48.13
29.07.2020-14:23:07,12.7,41.55
29.07.2020-14:23:12,25.48,44.12
29.07.2020-14:23:17,9.89,64.7
29.07.2020-14:23:22,21.51,57.94
29.07.2020-14:23:27,24.45,53.85
29.07.2020-14:23:32,20.66,27.7
29.07.2020-14:23:37,22.58,65.99
29.07.2020-14:23:42,25.48,70.17
29.07.2020-14:23:47,15.32,51.11
29.07.2020-14:23:52,25.42,75.61
29.07.2020-14:23:57,27.68,24.68
29.07.2020-14:24:02,17.79,74.11
29.07.2020-14:24:07,22.37,23.65
29.07.2020-14:24:12,9.76,86.27
29.07.2020-14:24:17,32.03,86.99
29.07.2020-14:24:22,19.97,58.95
29.07.2020-14:24:27,20.16,88.28
29.07.2020-14:24:32,20.24,33.1
29.07.2020-14:24:37,15.12,28.66
29.07.2020-14:24:42,18.11,42.85
29.07.2020-14:24:47,17.97,10.86
29.07.2020-14:24:52,25.87,69.89
29.07.2020-14:24:57,10.93,64.94
29.07.2020-14:25:02,30.37,22.69
29.07.2020-14:25:07,16.43,67.05
29.07.2020-14:25:12,23.74,50.81
29.07.2020-14:25:17,16.32,23.03
29.07.2020-14:25:22,27.5,42.69
29.07.2020-14:25:27,17.63,72.48
29.07.2020-14:25:32,15.07,40.84
29.07.2020-14:25:37,16.1,79.95
29.07.2020-14:25:42,14.7,54.02
29.07.2020-14:25:47,6.84,77.7
29.07.2020-14:25:52,21.05,44.59
29.07.2020-14:25:57,13.29,80.33
29.07.2020-14:26:02,20.32,49.33
29.07.2020-14:26:07,16.29,20.27
29.07.2020-14:26:12,14.65,60.73
29.07.2020-14:26:17,13.68,71.24
29.07.2020-14:26:22,12.55,84.34
29.07.2020-14:26:27,20.5,21.55
29.07.2020-14:26:32,23.05,53.37
29.07.2020-14:26:37,22.79,99.45
29.07.2020-14:26:42,9.85,30.11
29.07.2020-14:26:47,24.51,65.64
29.07.2020-14:26:52,15.06,96.56
29.07.2020-14:26:57,23.7,31.45
29.07.2020-14:27:02,32.91,52.3
29.07.2020-14:27:07,23.44,20.76
29.07.2020-14:27:12,15.14,60.41
29.07.2020-14:27:17,30.0,53.68
29.07.2020-14:27:22,16.56,10.73
29.07.2020-14:27:27,10.99,59.3
29.07.2020-14:27:32,21.19,50.29
29.07.2020-14:27:37,25.14,13.9
29.07.2020-14:27:42,21.97,74.22
29.07.2020-14:27:47,22.33,41.76
29.07.2020-14:27:52,25.63,22.13
29.07.2020-14:27:57,28.73,56.48
29.07.2020-14:28:02,27.35,70.8
29.07.2020-14:28:07,27.59,41.66
29.07.2020-14:28:12,14.9,22.13
29.07.2020-14:28:17,12.34,45.39
29.07.2020-14:28:22,16.45,33.17
29.07.2020-14:28:27,20.78,49.45
29.07.2020-14:28:32,25.93,59.61
29.07.2020-14:28:37,20.52,22.23
29.07.2020-14:28:42,15.73,51.38
29.07.2020-14:28:47,17.36,65.93
29.07.2020-14:28:52,20.02,61.71
29.07.2020-14:28:57,24.82,51.49
29.07.2020-14:29:02,31.15,82.07
29.07.2020-14:29:07,21.41,81.79
29.07.2020-14:29:12,22.49,104.04
29.07.2020-14:29:17,23.63,49.79
29.07.2020-14:29:22,21.82,78.46
29.07.2020-14:29:27,16.16,51.43
29.07.2020-14:29:32,16.55,62.83
29.07.2020-14:29:37,19.63,81.48
29.07.2020-14:29:42,23.21,48.01
29.07.2020-14:29:47,24.79,67.14
29.07.2020-14:29:52,17.3,69.78
29.07.2020-14:29:57,16.11,64.69
29.07.2020-14:30:02,20.83,23.94
29.07.2020-14:30:07,19.19,51.59
29.07.2020-14:30:12,25.83,8.41
29.07.2020-14:30:17,25.85,106.9
29.07.2020-14:30:22,17.81,57.26
29.07.2020-14:30:27,13.96,26.39
29.07.2020-14:30:32,15.32,69.69
29.07.2020-14:30:37,21.52,38.32
29.07.2020-14:30:42,20.53,85.3
29.07.2020-14:30:47,25.57,42.86
29.07.2020-14:30:52,23.3,52.34
29.07.2020-14:30:57,14.29,63.91
29.07.2020-14:31:02,16.56,48.08
29.07.2020-14:31:07,22.47,18.33
29.07.2020-14:31:12,8.66,70.92
29.07.2020-14:31:17,22.31,46.0
29.07.2020-14:31:22,19.37,19.5
29.07.2020-14:31:27,21.94,15.96
29.07.2020-14:31:32,22.05,35.75
29.07.2020-14:31:37,25.87,27.62
29.07.2020-14:31:42,17.12,45.14
29.07.2020-14:31:47,13.74,51.8
29.07.2020-14:31:52,17.03,56.47
29.07.2020-14:31:57,24.34,67.56
29.07.2020-14:32:02,29.48,52.42
29.07.2020-14:32:07,26.95,-9.07
29.07.2020-14:32:12,26.43,54.12
29.07.2020-14:32:17,15.84,45.98
29.07.2020-14:32:22,23.63,36.75
29.07.2020-14:32:27,23.2,81.29
29.07.2020-14:32:32,20.68,17.84
29.07.2020-14:32:37,21.39,86.68
29.07.2020-14:32:42,30.85,39.71
29.07.2020-14:32:47,24.28,62.02
29.07.2020-14:32:52,23.34,44.84
29.07.2020-14:32:57,25.57,35.09
29.07.2020-14:33:02,21.84,63.31
29.07.2020-14:33:07,16.68,100.07
29.07.2020-14:33:12,17.71,55.43
29.07.2020-14:33:17,22.15,43.28
29.07.2020-14:33:22,25.66,53.11
29.07.2020-14:33:27,17.23,79.67
29.07.2020-14:33:32,13.72,23.17
29.07.2020-14:33:37,12.49,37.24
29.07.2020-14:33:42,21.55,51.1
29.07.2020-14:33:47,27.99,29.9
29.07.2020-14:33:52,10.36,67.13
29.07.2020-14:33:57,16.1,42.53
29.07.2020-14:34:02,14.4,50.51
29.07.2020-14:34:07,18.87,59.47
29.07.2020-14:34:12,14.18,46.05
29.07.2020-14:34:17,10.86,27.47
29.07.2020-14:34:22,18.77,38.68
29.07.2020-14:34:27,21.01,35.43
29.07.2020-14:34:32,22.56,48.57
29.07.2020-14:34:37,24.9,45.19
29.07.2020-14:34:42,25.0,25.98
29.07.2020-14:34:47,24.96,73.78
29.07.2020-14:34:52,20.48,80.02
29.07.2020-14:34:57,22.14,27.63
29.07.2020-14:35:02,22.51,53.81
29.07.2020-14:35:07,23.24,39.3
29.07.2020-14:35:12,18.22,27.64
29.07.2020-14:35:18,10.92,35.49
29.07.2020-14:35:23,13.64,62.18
29.07.2020-14:35:28,14.79,80.52
29.07.2020-14:35:33,12.97,57.76
29.07.2020-14:35:38,20.0,76.09
29.07.2020-14:35:43,16.86,52.76
29.07.2020-14:35:48,17.34,37.14
29.07.2020-14:35:53,27.21,24.92
29.07.2020-14:35:58,17.12,53.86
29.07.2020-14:36:03,20.59,38.44
29.07.2020-14:36:08,21.46,25.45
29.07.2020-14:36:13,17.05,78.61
29.07.2020-14:36:18,14.98,20.35
29.07.2020-14:36:23,24.43,51.66
29.07.2020-14:36:28,17.94,78.36
29.07.2020-14:36:33,18.66,62.31
29.07.2020-14:36:38,12.15,47.92
29.07.2020-14:36:43,16.7,74.0
29.07.2020-14:36:48,19.32,52.02
29.07.2020-14:36:53,21.89,44.22
29.07.2020-14:36:58,16.28,17.17
29.07.2020-14:37:03,17.88,45.06
29.07.2020-14:37:08,22.69,50.93
29.07.2020-14:37:13,19.13,7.61
29.07.2020-14:37:18,23.62,50.55
29.07.2020-14:37:23,20.99,-3.07
29.07.2020-14:37:28,26.36,63.14
29.07.2020-14:37:33,25.54,68.55
29.07.2020-14:37:38,18.48,52.06
29.07.2020-14:37:43,22.98,45.27
29.07.2020-14:37:48,20.24,62.47
29.07.2020-14:37:53,9.86,74.24
29.07.2020-14:37:58,24.85,39.48
29.07.2020-14:38:03,25.65,25.22
29.07.2020-14:38:08,15.55,37.96
29.07.2020-14:38:13,18.27,46.72
29.07.2020-14:38:18,19.48,32.49
29.07.2020-14:38:23,21.42,60.38
29.07.2020-14:38:28,21.05,76.35
29.07.2020-14:38:33,20.33,67.85
29.07.2020-14:38:38,22.87,30.8
29.07.2020-14:38:43,16.85,66.57
29.07.2020-14:38:48,23.47,33.55
29.07.2020-14:38:53,9.03,74.21
29.07.2020-14:38:58,22.42,72.98
29.07.2020-14:39:03,23.43,19.17
29.07.2020-14:39:08,23.08,43.69
29.07.2020-14:39:13,32.96,76.22
29.07.2020-14:39:18,22.16,47.51
29.07.2020-14:39:23,26.92,27.92
29.07.2020-14:39:28,18.49,51.84
29.07.2020-14:39:33,20.05,99.54
29.07.2020-14:39:38,9.73,47.11
29.07.2020-14:39:43,24.08,48.04
29.07.2020-14:39:48,19.56,62.18
29.07.2020-14:39:53,16.5,20.99
29.07.2020-14:39:58,17.52,57.57
29.07.2020-14:40:03,14.8,33.03
29.07.2020-14:40:08,34.08,45.49
29.07.2020-14:40:13,18.77,72.27
29.07.2020-14:40:18,28.73,55.09
29.07.2020-14:40:23,18.95,53.78
29.07.2020-14:40:28,4.21,51.43
29.07.2020-14:40:33,19.2,84.4
29.07.2020-14:40:38,23.36,44.01
29.07.2020-14:40:43,19.33,36.18
29.07.2020-14:40:48,16.26,53.85
29.07.2020-14:40:53,34.04,74.22
29.07.2020-14:40:58,16.35,92.3
29.07.2020-14:41:03,19.31,33.2
29.07.2020-14:41:08,32.49,32.49
29.07.2020-14:41:13,19.06,33.52
29.07.2020-14:41:18,18.87,34.69
29.07.2020-14:41:23,16.88,34.71
29.07.2020-14:41:28,20.71,32.67
29.07.2020-14:41:33,17.57,61.34
29.07.2020-14:41:38,14.78,4.85
29.07.2020-14:41:43,15.78,83.41
29.07.2020-14:41:48,22.1,40.69
29.07.2020-14:41:53,27.01,67.41
29.07.2020-14:41:58,20.78,78.55
29.07.2020-14:42:03,15.45,46.07
29.07.2020-14:42:08,17.79,38.19
29.07.2020-14:42:13,15.41,67.09
29.07.2020-14:42:18,17.81,79.67
29.07.2020-14:42:23,16.31,57.14
29.07.2020-14:42:28,27.59,51.45
29.07.2020-14:42:33,24.44,53.27
29.07.2020-14:42:38,14.34,22.63
29.07.2020-14:42:43,24.83,51.68
29.07.2020-14:42:48,13.42,53.97
29.07.2020-14:42:53,10.75,23.14
29.07.2020-14:42:58,22.05,56.05
29.07.2020-14:43:03,16.32,45.66
29.07.2020-14:43:08,18.23,35.29
29.07.2020-14:43:13,18.66,57.16
29.07.2020-14:43:18,21.13,51.64
29.07.2020-14:43:23,19.07,39.96
29.07.2020-14:43:28,13.54,34.26
29.07.2020-14:43:33,8.73,32.35
29.07.2020-14:43:38,14.52,72.99
29.07.2020-14:43:43,28.79,39.83
29.07.2020-14:43:48,15.7,12.88
29.07.2020-14:43:53,16.57,69.44
29.07.2020-14:43:58,20.81,44.25
29.07.2020-14:44:03,9.57,43.44
29.07.2020-14:44:08,20.1,91.5
29.07.2020-14:44:13,31.25,74.72
29.07.2020-14:44:18,19.95,53.97
29.07.2020-14:44:23,18.52,65.92
29.07.2020-14:44:28,12.46,57.54
29.07.2020-14:44:33,24.2,69.82
29.07.2020-14:44:38,13.79,46.05
29.07.2020-14:44:43,24.51,50.04
29.07.2020-14:44:48,17.83,36.37
29.07.2020-14:44:53,14.3,57.8
29.07.2020-14:44:58,25.75,40.41
29.07.2020-14:45:03,19.81,32.01
29.07.2020-14:45:08,27.86,82.48
29.07.2020-14:45:13,28.82,59.93
29.07.2020-14:45:18,22.49,49.45
29.07.2020-14:45:23,28.19,12.72
29.07.2020-14:45:28,21.63,60.1
29.07.2020-14:45:33,19.06,69.93
29.07.2020-14:45:38,16.32,31.98
29.07.2020-14:45:43,21.73,21.0
29.07.2020-14:45:48,25.88,91.93
29.07.2020-14:45:53,21.58,71.88
29.07.2020-14:45:58,25.08,37.0
29.07.2020-14:46:03,22.8,39.03
29.07.2020-14:46:08,9.55,-2.03
29.07.2020-14:46:13,20.25,72.16
29.07.2020-14:46:18,21.19,49.83
29.07.2020-14:46:23,11.82,36.1
29.07.2020-14:46:28,18.36,45.09
29.07.2020-14:46:33,23.09,34.2
29.07.2020-14:46:38,22.54,57.36
29.07.2020-14:46:43,17.05,59.78
29.07.2020-14:46:48,16.6,35.66
29.07.2020-14:46:53,16.97,13.68
29.07.2020-14:46:58,18.51,28.92
29.07.2020-14:47:03,27.13,31.29
29.07.2020-14:47:08,18.55,45.81
29.07.2020-14:47:13,27.15,34.06
29.07.2020-14:47:18,19.19,61.33
29.07.2020-14:47:23,20.16,46.03
29.07.2020-14:47:28,24.18,46.07
29.07.2020-14:47:33,21.07,59.38
29.07.2020-14:47:38,16.86,105.39
29.07.2020-14:47:43,14.47,39.56
29.07.2020-14:47:48,16.67,39.39
29.07.2020-14:47:53,23.84,74.11
29.07.2020-14:47:58,14.52,80.45
29.07.2020-14:48:03,22.4,17.45
29.07.2020-14:48:08,11.89,-1.95
29.07.2020-14:48:13,16.9,24.83
29.07.2020-14:48:18,21.48,64.75
29.07.2020-14:48:23,21.96,-0.67
29.07.2020-14:48:28,18.45,38.23
29.07.2020-14:48:33,16.55,56.2
29.07.2020-14:48:38,22.89,47.08
29.07.2020-14:48:43,15.37,42.17
29.07.2020-14:48:48,21.59,42.25
29.07.2020-14:48:53,14.1,24.12
29.07.2020-14:48:58,24.02,25.22
29.07.2020-14:49:03,32.58,65.98
29.07.2020-14:49:08,24.1,70.76
29.07.2020-14:49:13,20.5,77.85
29.07.2020-14:49:19,25.16,66.99
29.07.2020-14:49:24,17.87,60.94
29.07.2020-14:49:29,13.64,55.01
29.07.2020-14:49:34,20.8,55.8
29.07.2020-14:49:39,17.92,68.82
29.07.2020-14:49:44,16.88,54.42
29.07.2020-14:49:49,15.91,58.84
29.07.2020-14:49:54,23.28,46.45
29.07.2020-14:49:59,20.42,32.76
29.07.2020-14:50:04,22.84,47.53
29.07.2020-14:50:09,24.55,-5.17
29.07.2020-14:50:14,26.81,33.47
29.07.2020-14:50:19,21.64,38.65
29.07.2020-14:50:24,10.62,43.81
29.07.2020-14:50:29,17.36,32.35
29.07.2020-14:50:34,14.17,16.13
29.07.2020-14:50:39,26.12,17.37
29.07.2020-14:50:44,24.49,63.39
29.07.2020-14:50:49,14.0,19.71
29.07.2020-14:50:54,18.23,66.14
29.07.2020-14:50:59,19.71,71.08
29.07.2020-14:51:04,14.65,27.46
29.07.2020-14:51:09,24.97,43.03
29.07.2020-14:51:14,25.84,52.49
29.07.2020-14:51:19,16.36,41.51
29.07.2020-14:51:24,13.16,45.4
29.07.2020-14:51:29,22.96,59.4
29.07.2020-14:51:34,17.85,59.79
29.07.2020-14:51:39,21.63,19.16
29.07.2020-14:51:44,26.45,60.41
29.07.2020-14:51:49,21.81,25.24
29.07.2020-14:51:54,32.38,45.13
29.07.2020-14:51:59,20.05,61.92
29.07.2020-14:52:04,18.47,54.26
29.07.2020-14:52:09,19.5,82.63
29.07.2020-14:52:14,22.52,7.19
29.07.2020-14:52:19,15.91,83.82
29.07.2020-14:52:24,25.43,42.12
29.07.2020-14:52:29,13.93,71.46
29.07.2020-14:52:34,15.75,53.03
29.07.2020-14:52:39,18.84,58.94
29.07.2020-14:52:44,13.19,33.31
29.07.2020-14:52:49,11.96,25.77
29.07.2020-14:52:54,18.66,75.6
29.07.2020-14:52:59,35.29,30.92
29.07.2020-14:53:04,22.9,42.19
29.07.2020-14:53:09,19.48,85.28
29.07.2020-14:53:14,22.51,10.05
29.07.2020-14:53:19,30.27,62.03
29.07.2020-14:53:24,16.24,39.98
29.07.2020-14:53:29,19.28,76.53
29.07.2020-14:53:34,15.48,34.98
29.07.2020-14:53:39,20.13,41.21
29.07.2020-14:53:44,22.47,56.42
29.07.2020-14:53:49,25.61,66.47
29.07.2020-14:53:54,18.26,51.8
29.07.2020-14:53:59,16.3,53.58
29.07.2020-14:54:04,11.03,39.59
29.07.2020-14:54:09,22.71,58.74
29.07.2020-14:54:14,15.42,97.36
29.07.2020-14:54:19,23.03,39.46
29.07.2020-14:54:24,22.98,52.35
29.07.2020-14:54:29,25.68,61.14
29.07.2020-14:54:34,20.81,42.95
29.07.2020-14:54:39,25.84,24.22
29.07.2020-14:54:44,21.86,37.46
29.07.2020-14:54:49,18.44,65.59
29.07.2020-14:54:54,21.18,34.94
29.07.2020-14:54:59,26.17,41.45
29.07.2020-14:55:04,20.6,66.1
29.07.2020-14:55:09,24.39,17.76
29.07.2020-14:55:14,21.19,54.31
29.07.2020-14:55:19,31.98,64.24
29.07.2020-14:55:24,21.74,83.3
29.07.2020-14:55:29,23.02,33.32
29.07.2020-14:55:34,18.81,18.2
29.07.2020-14:55:39,17.36,14.25
29.07.2020-14:55:44,18.12,66.81
29.07.2020-14:55:49,16.33,59.2
29.07.2020-14:55:54,25.77,67.14
29.07.2020-14:55:59,23.8,60.96
29.07.2020-14:56:04,14.27,71.62
29.07.2020-14:56:09,26.29,57.55
29.07.2020-14:56:14,13.13,54.47
29.07.2020-14:56:19,26.09,53.89
29.07.2020-14:56:24,20.99,32.46
29.07.2020-14:56:29,11.47,49.51
29.07.2020-14:56:34,23.48,1.87
29.07.2020-14:56:39,26.4,48.62
29.07.2020-14:56:44,21.76,15.08
29.07.2020-14:56:49,26.74,37.29
29.07.2020-14:56:54,9.99,104.14
29.07.2020-14:56:59,18.43,56.09
29.07.2020-14:57:04,23.86,48.24
29.07.2020-14:57:09,27.44,29.79
29.07.2020-14:57:14,16.47,58.98
29.07.2020-14:57:19,17.19,62.27
29.07.2020-14:57:24,25.12,72.8
29.07.2020-14:57:29,18.44,29.14
29.07.2020-14:57:34,23.44,29.6
29.07.2020-14:57:39,23.9,77.26
29.07.2020-14:57:44,24.79,27.16
29.07.2020-14:57:49,18.03,31.68
29.07.2020-14:57:54,12.27,50.74
29.07.2020-14:57:59,19.95,22.14
29.07.2020-14:58:04,10.57,54.62
29.07.2020-14:58:09,18.16,71.91
29.07.2020-14:58:14,27.08,60.97
29.07.2020-14:58:19,17.4,35.2
29.07.2020-14:58:24,20.76,49.81
29.07.2020-14:58:29,12.04,69.53
29.07.2020-14:58:34,23.25,39.0
29.07.2020-14:58:39,26.0,7.12
29.07.2020-14:58:44,25.34,29.94
29.07.2020-14:58:49,10.6,57.35
29.07.2020-14:58:54,17.92,28.18
29.07.2020-14:58:59,19.4,71.93
29.07.2020-14:59:04,21.58,51.26
29.07.2020-14:59:09,18.65,74.08
29.07.2020-14:59:14,30.01,20.93
29.07.2020-14:59:19,15.67,32.79
29.07.2020-14:59:24,10.51,64.85
29.07.2020-14:59:29,23.31,44.05
29.07.2020-14:59:34,18.37,44.3
29.07.2020-14:59:39,20.41,40.42
29.07.2020-14:59:44,16.67,62.07
29.07.2020-14:59:49,13.09,119.45
29.07.2020-14:59:54,18.74,51.23
29.07.2020-14:59:59,16.11,9.57
29.07.2020-15:00:04,21.13,41.0
29.07.2020-15:00:09,23.2,58.03
29.07.2020-15:00:14,10.39,50.14
29.07.2020-15:00:19,18.69,58.56
29.07.2020-15:00:24,16.83,26.83
29.07.2020-15:00:29,19.55,26.54
29.07.2020-15:00:34,29.12,49.11
29.07.2020-15:00:39,13.69,78.14
29.07.2020-15:00:44,29.97,54.87
29.07.2020-15:00:49,24.58,80.08
29.07.2020-15:00:54,17.58,44.04
29.07.2020-15:00:59,15.66,47.88
29.07.2020-15:01:04,16.45,86.23
29.07.2020-15:01:09,15.53,22.22
29.07.2020-15:01:14,13.81,51.96
29.07.2020-15:01:19,12.36,46.9
29.07.2020-15:01:24,19.82,64.45
29.07.2020-15:01:29,17.81,75.55
29.07.2020-15:01:34,24.82,34.84
29.07.2020-15:01:39,18.76,49.78
29.07.2020-15:01:44,13.87,57.79
29.07.2020-15:01:49,9.84,82.09
29.07.2020-15:01:54,14.19,40.05
29.07.2020-15:01:59,23.35,43.44
29.07.2020-15:02:04,24.41,24.22
29.07.2020-15:02:09,23.08,23.34
29.07.2020-15:02:14,17.4,26.87
29.07.2020-15:02:19,14.71,73.33
29.07.2020-15:02:24,8.52,36.28
29.07.2020-15:02:29,26.28,84.69
29.07.2020-15:02:34,22.48,48.77
29.07.2020-15:02:39,19.17,65.15
29.07.2020-15:02:44,21.49,48.2
29.07.2020-15:02:49,19.36,27.02
29.07.2020-15:02:54,19.76,55.23
29.07.2020-15:02:59,12.59,91.19
29.07.2020-15:03:05,10.23,76.74
29.07.2020-15:03:10,22.55,53.52
29.07.2020-15:03:15,24.1,46.5
29.07.2020-15:03:20,23.13,38.38
29.07.2020-15:03:25,17.51,68.27
29.07.2020-15:03:30,14.79,45.68
29.07.2020-15:03:35,22.15,70.7
29.07.2020-15:03:40,12.75,46.83
29.07.2020-15:03:45,17.56,51.4
29.07.2020-15:03:50,15.29,36.98
29.07.2020-15:03:55,29.0,23.92
29.07.2020-15:04:00,26.71,32.72
29.07.2020-15:04:05,23.69,52.42
29.07.2020-15:04:10,20.44,65.8
29.07.2020-15:04:15,22.01,25.88
29.07.2020-15:04:20,24.09,65.66
29.07.2020-15:04:25,17.53,70.14
29.07.2020-15:04:30,13.51,53.26
29.07.2020-15:04:35,34.84,52.78
29.07.2020-15:04:40,18.25,19.81
29.07.2020-15:04:45,18.74,41.43
29.07.2020-15:04:50,15.47,68.17
29.07.2020-15:04:55,17.9,67.75
29.07.2020-15:05:00,22.43,41.65
29.07.2020-15:05:05,21.54,77.09
29.07.2020-15:05:10,25.95,47.37
29.07.2020-15:05:15,16.17,63.65
29.07.2020-15:05:20,18.44,36.45
29.07.2020-15:05:25,28.71,56.77
29.07.2020-15:05:30,15.73,37.97
29.07.2020-15:05:35,28.22,81.55
29.07.2020-15:05:40,11.34,46.11
29.07.2020-15:05:45,27.18,54.21
29.07.2020-15:05:50,25.54,53.47
29.07.2020-15:05:55,18.39,59.44
29.07.2020-15:06:00,28.48,58.85
29.07.2020-15:06:05,15.57,18.57
29.07.2020-15:06:10,18.81,49.05
29.07.2020-15:06:15,18.38,85.65
29.07.2020-15:06:20,15.1,33.49
29.07.2020-15:06:25,22.9,41.08
29.07.2020-15:06:30,16.34,49.19
29.07.2020-15:06:35,12.34,33.85
29.07.2020-15:06:40,19.78,73.79
29.07.2020-15:06:45,21.11,-3.77
29.07.2020-15:06:50,19.86,51.83
29.07.2020-15:06:55,23.55,61.92
29.07.2020-15:07:00,21.04,56.93
29.07.2020-15:07:05,18.11,31.09
29.07.2020-15:07:10,13.52,73.68
29.07.2020-15:07:15,17.11,91.54
29.07.2020-15:07:20,22.24,59.45
29.07.2020-15:07:25,20.71,38.86
29.07.2020-15:07:30,22.91,38.23
29.07.2020-15:07:35,25.88,47.74
29.07.2020-15:07:40,15.58,64.73
29.07.2020-15:07:45,26.65,53.88
29.07.2020-15:07:50,19.83,39.17
29.07.2020-15:07:55,24.68,45.67
29.07.2020-15:08:00,14.93,57.51
29.07.2020-15:08:05,22.36,33.09
29.07.2020-15:08:10,24.4,29.57
29.07.2020-15:08:15,17.69,46.5
29.07.2020-15:08:20,17.26,59.5
29.07.2020-15:08:25,16.04,32.41
29.07.2020-15:08:30,25.34,77.42
29.07.2020-15:08:35,15.47,101.53
29.07.2020-15:08:40,19.18,27.32
29.07.2020-15:08:45,19.0,22.14
29.07.2020-15:08:50,19.85,25.99
29.07.2020-15:08:55,24.05,62.7
29.07.2020-15:09:00,21.37,59.66
29.07.2020-15:09:05,21.59,31.28
29.07.2020-15:09:10,17.78,38.27
29.07.2020-15:09:15,20.76,32.76
29.07.2020-15:09:20,28.55,49.69
29.07.2020-15:09:25,13.21,61.14
29.07.2020-15:09:30,11.04,59.99
29.07.2020-15:09:35,11.56,73.49
29.07.2020-15:09:40,24.8,63.4
29.07.2020-15:09:45,24.09,63.44
29.07.2020-15:09:50,24.0,59.3
29.07.2020-15:09:55,15.68,39.59
29.07.2020-15:10:00,22.87,53.99
29.07.2020-15:10:05,25.22,33.37
29.07.2020-15:10:10,17.77,57.49
29.07.2020-15:10:15,14.74,45.63
29.07.2020-15:10:20,21.73,33.43
29.07.2020-15:10:25,20.85,37.51
29.07.2020-15:10:30,13.32,39.81
29.07.2020-15:10:35,24.18,49.09
29.07.2020-15:10:40,15.65,47.31
29.07.2020-15:10:45,20.45,57.35
29.07.2020-15:10:50,21.05,30.29
29.07.2020-15:10:55,18.47,63.53
29.07.2020-15:11:00,15.46,30.38
29.07.2020-15:11:05,17.3,39.23
29.07.2020-15:11:10,21.78,78.64
29.07.2020-15:11:15,24.37,30.92
29.07.2020-15:11:20,13.23,40.63
29.07.2020-15:11:25,23.95,30.91
29.07.2020-15:11:30,12.36,40.15
29.07.2020-15:11:35,17.23,65.44
29.07.2020-15:11:40,24.71,40.83
29.07.2020-15:11:45,14.12,52.53
29.07.2020-15:11:50,22.73,73.79
29.07.2020-15:11:55,17.14,56.06
29.07.2020-15:12:00,22.96,34.0
29.07.2020-15:12:05,14.9,20.18
29.07.2020-15:12:10,23.83,46.88
29.07.2020-15:12:15,17.82,67.08
29.07.2020-15:12:20,23.27,41.74
29.07.2020-15:12:25,13.55,52.37
29.07.2020-15:12:30,30.06,88.32
29.07.2020-15:12:35,24.32,7.52
29.07.2020-15:12:40,16.24,59.24
29.07.2020-15:12:45,24.91,12.63
29.07.2020-15:12:50,9.82,67.04
29.07.2020-15:12:55,20.21,51.35
29.07.2020-15:13:00,28.06,37.81
29.07.2020-15:13:05,12.21,39.29
29.07.2020-15:13:10,19.06,39.49
29.07.2020-15:13:15,22.52,44.07
29.07.2020-15:13:20,16.24,34.24
29.07.2020-15:13:25,32.09,68.09
29.07.2020-15:13:30,23.5,31.21
29.07.2020-15:13:35,26.0,73.4
29.07.2020-15:13:40,14.33,49.78
29.07.2020-15:13:45,22.96,47.72
29.07.2020-15:13:50,16.61,30.28
29.07.2020-15:13:55,5.84,87.16
29.07.2020-15:14:00,25.13,18.13
29.07.2020-15:14:05,28.03,62.53
29.07.2020-15:14:10,22.04,41.77
29.07.2020-15:14:15,17.01,98.51
29.07.2020-15:14:20,18.32,16.57
29.07.2020-15:14:25,15.49,28.18
29.07.2020-15:14:30,24.99,62.71
29.07.2020-15:14:35,14.81,87.68
29.07.2020-15:14:40,24.0,44.17
29.07.2020-15:14:45,18.77,51.07
29.07.2020-15:14:50,20.47,69.05
29.07.2020-15:14:55,25.74,95.76
29.07.2020-15:15:00,26.56,22.75
29.07.2020-15:15:05,17.06,32.6
29.07.2020-15:15:10,20.76,44.34
29.07.2020-15:15:15,14.73,47.1
29.07.2020-15:15:20,23.44,76.94
29.07.2020-15:15:25,25.45,82.06
29.07.2020-15:15:30,30.11,78.58
29.07.2020-15:15:35,19.64,32.94
29.07.2020-15:15:40,23.32,32.18
29.07.2020-15:15:45,15.47,65.1
29.07.2020-15:15:50,18.48,20.64
29.07.2020-15:15:55,22.48,39.01
29.07.2020-15:16:00,9.88,29.2
29.07.2020-15:16:05,24.23,101.72
29.07.2020-15:16:10,20.46,32.91
29.07.2020-15:16:15,17.4,71.44
29.07.2020-15:16:20,20.09,74.6
29.07.2020-15:16:25,18.55,22.83
29.07.2020-15:16:30,23.86,56.13
29.07.2020-15:16:35,25.52,26.22
29.07.2020-15:16:40,13.4,57.55
29.07.2020-15:16:45,29.55,55.68
29.07.2020-15:16:50,17.77,63.08
29.07.2020-15:16:55,15.98,32.61
29.07.2020-15:17:00,19.16,60.61
29.07.2020-15:17:05,19.69,39.03
29.07.2020-15:17:11,11.21,74.5
29.07.2020-15:17:16,20.18,-3.42
29.07.2020-15:17:21,17.81,43.71
29.07.2020-15:17:26,20.26,32.17
29.07.2020-15:17:31,20.61,44.96
29.07.2020-15:17:36,22.34,61.5
29.07.2020-15:17:41,22.41,41.35
29.07.2020-15:17:46,21.55,43.19
29.07.2020-15:17:51,29.13,61.74
29.07.2020-15:17:56,23.45,72.97
29.07.2020-15:18:01,25.48,10.01
29.07.2020-15:18:06,21.68,21.19
29.07.2020-15:18:11,29.67,34.88
